COdigo Departamento,COdigo Municipio,COdigo Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo
73,73152,73152000,TOLIMA,CASABIANCA,CASABIANCA,CM
73,73168,73168000,TOLIMA,CHAPARRAL,CHAPARRAL,CM
73,73200,73200000,TOLIMA,COELLO,COELLO,CM
73,73217,73217000,TOLIMA,COYAIMA,COYAIMA,CM
73,73226,73226000,TOLIMA,CUNDAY,CUNDAY,CM
73,73236,73236000,TOLIMA,DOLORES,DOLORES,CM
73,73268,73268000,TOLIMA,ESPINAL,ESPINAL,CM
73,73270,73270000,TOLIMA,FALAN,FALAN,CM
73,73275,73275000,TOLIMA,FLANDES,FLANDES,CM
73,73283,73283000,TOLIMA,FRESNO,FRESNO,CM
73,73319,73319000,TOLIMA,GUAMO,GUAMO,CM
73,73347,73347000,TOLIMA,HERVEO,HERVEO,CM
73,73349,73349000,TOLIMA,HONDA,HONDA,CM
73,73352,73352000,TOLIMA,ICONONZO,ICONONZO,CM
73,73408,73408000,TOLIMA,LERIDA,LERIDA,CM
73,73411,73411000,TOLIMA,LIBANO,LIBANO,CM
73,73443,73443000,TOLIMA,SAN SEBASTIAN DE MARIQUITA,SAN SEBASTIAN DE MARIQUITA,CM
73,73449,73449000,TOLIMA,MELGAR,MELGAR,CM
73,73461,73461000,TOLIMA,MURILLO,MURILLO,CM
73,73483,73483000,TOLIMA,NATAGAIMA,NATAGAIMA,CM
73,73504,73504000,TOLIMA,ORTEGA,ORTEGA,CM
73,73520,73520000,TOLIMA,PALOCABILDO,PALOCABILDO,CM
73,73547,73547000,TOLIMA,PIEDRAS,PIEDRAS,CM
73,73555,73555000,TOLIMA,PLANADAS,PLANADAS,CM
73,73563,73563000,TOLIMA,PRADO,PRADO,CM
73,73585,73585000,TOLIMA,PURIFICACION,PURIFICACION,CM
73,73616,73616000,TOLIMA,RIOBLANCO,RIOBLANCO,CM
73,73622,73622000,TOLIMA,RONCESVALLES,RONCESVALLES,CM
73,73624,73624000,TOLIMA,ROVIRA,ROVIRA,CM
73,73671,73671000,TOLIMA,SALDAÑA,SALDAÑA,CM
73,73675,73675000,TOLIMA,SAN ANTONIO,SAN ANTONIO,CM
73,73678,73678000,TOLIMA,SAN LUIS,SAN LUIS,CM
73,73686,73686000,TOLIMA,SANTA ISABEL,SANTA ISABEL,CM
73,73770,73770000,TOLIMA,SUAREZ,SUAREZ,CM
73,73854,73854000,TOLIMA,VALLE DE SAN JUAN,VALLE DE SAN JUAN,CM
73,73861,73861000,TOLIMA,VENADILLO,VENADILLO,CM
73,73870,73870000,TOLIMA,VILLAHERMOSA,VILLAHERMOSA,CM
73,73873,73873000,TOLIMA,VILLARRICA,VILLARRICA,CM
76,76001,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,CM
76,76020,76020000,VALLE DEL CAUCA,ALCALA,ALCALA,CM
76,76036,76036000,VALLE DEL CAUCA,ANDALUCIA,ANDALUCIA,CM
76,76041,76041000,VALLE DEL CAUCA,ANSERMANUEVO,ANSERMANUEVO,CM
76,76054,76054000,VALLE DEL CAUCA,ARGELIA,ARGELIA,CM
76,76100,76100000,VALLE DEL CAUCA,BOLIVAR,BOLIVAR,CM
76,76109,76109000,VALLE DEL CAUCA,BUENAVENTURA,BUENAVENTURA,CM
76,76111,76111000,VALLE DEL CAUCA,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,CM
76,76113,76113000,VALLE DEL CAUCA,BUGALAGRANDE,BUGALAGRANDE,CM
76,76122,76122000,VALLE DEL CAUCA,CAICEDONIA,CAICEDONIA,CM
76,76126,76126000,VALLE DEL CAUCA,CALIMA,DARIEN,CM
76,76130,76130000,VALLE DEL CAUCA,CANDELARIA,CANDELARIA,CM
76,76147,76147000,VALLE DEL CAUCA,CARTAGO,CARTAGO,CM
76,76233,76233000,VALLE DEL CAUCA,DAGUA,DAGUA,CM
76,76243,76243000,VALLE DEL CAUCA,EL AGUILA,EL AGUILA,CM
76,76246,76246000,VALLE DEL CAUCA,EL CAIRO,EL CAIRO,CM
76,76248,76248000,VALLE DEL CAUCA,EL CERRITO,EL CERRITO,CM
76,76250,76250000,VALLE DEL CAUCA,EL DOVIO,EL DOVIO,CM
76,76275,76275000,VALLE DEL CAUCA,FLORIDA,FLORIDA,CM
76,76306,76306000,VALLE DEL CAUCA,GINEBRA,GINEBRA,CM
76,76318,76318000,VALLE DEL CAUCA,GUACARI,GUACARI,CM
76,76364,76364000,VALLE DEL CAUCA,JAMUNDI,JAMUNDI,CM
76,76377,76377000,VALLE DEL CAUCA,LA CUMBRE,LA CUMBRE,CM
76,76400,76400000,VALLE DEL CAUCA,LA UNION,LA UNION,CM
76,76403,76403000,VALLE DEL CAUCA,LA VICTORIA,LA VICTORIA,CM
76,76497,76497000,VALLE DEL CAUCA,OBANDO,OBANDO,CM
76,76520,76520000,VALLE DEL CAUCA,PALMIRA,PALMIRA,CM
76,76563,76563000,VALLE DEL CAUCA,PRADERA,PRADERA,CM
76,76606,76606000,VALLE DEL CAUCA,RESTREPO,RESTREPO,CM
76,76616,76616000,VALLE DEL CAUCA,RIOFRIO,RIOFRIO,CM
76,76622,76622000,VALLE DEL CAUCA,ROLDANILLO,ROLDANILLO,CM
76,76670,76670000,VALLE DEL CAUCA,SAN PEDRO,SAN PEDRO,CM
76,76736,76736000,VALLE DEL CAUCA,SEVILLA,SEVILLA,CM
76,76823,76823000,VALLE DEL CAUCA,TORO,TORO,CM
76,76828,76828000,VALLE DEL CAUCA,TRUJILLO,TRUJILLO,CM
76,76834,76834000,VALLE DEL CAUCA,TULUA,TULUA,CM
76,76845,76845000,VALLE DEL CAUCA,ULLOA,ULLOA,CM
76,76863,76863000,VALLE DEL CAUCA,VERSALLES,VERSALLES,CM
76,76869,76869000,VALLE DEL CAUCA,VIJES,VIJES,CM
76,76890,76890000,VALLE DEL CAUCA,YOTOCO,YOTOCO,CM
76,76892,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,CM
76,76895,76895000,VALLE DEL CAUCA,ZARZAL,ZARZAL,CM
81,81001,81001000,ARAUCA,ARAUCA,ARAUCA,CM
81,81065,81065000,ARAUCA,ARAUQUITA,ARAUQUITA,CM
81,81220,81220000,ARAUCA,CRAVO NORTE,CRAVO NORTE,CM
81,81300,81300000,ARAUCA,FORTUL,FORTUL,CM
81,81591,81591000,ARAUCA,PUERTO RONDON,PUERTO RONDON,CM
81,81736,81736000,ARAUCA,SARAVENA,SARAVENA,CM
81,81794,81794000,ARAUCA,TAME,TAME,CM
85,85001,85001000,CASANARE,YOPAL,YOPAL,CM
85,85010,85010000,CASANARE,AGUAZUL,AGUAZUL,CM
85,85015,85015000,CASANARE,CHAMEZA,CHAMEZA,CM
85,85125,85125000,CASANARE,HATO COROZAL,HATO COROZAL,CM
85,85136,85136000,CASANARE,LA SALINA,LA SALINA,CM
85,85139,85139000,CASANARE,MANI,MANI,CM
85,85162,85162000,CASANARE,MONTERREY,MONTERREY,CM
85,85225,85225000,CASANARE,NUNCHIA,NUNCHIA,CM
85,85230,85230000,CASANARE,OROCUE,OROCUE,CM
85,85250,85250000,CASANARE,PAZ DE ARIPORO,PAZ DE ARIPORO,CM
85,85263,85263000,CASANARE,PORE,PORE,CM
85,85279,85279000,CASANARE,RECETOR,RECETOR,CM
85,85300,85300000,CASANARE,SABANALARGA,SABANALARGA,CM
85,85315,85315000,CASANARE,SACAMA,SACAMA,CM
85,85325,85325000,CASANARE,SAN LUIS DE PALENQUE,SAN LUIS DE PALENQUE,CM
85,85400,85400000,CASANARE,TAMARA,TAMARA,CM
85,85410,85410000,CASANARE,TAURAMENA,TAURAMENA,CM
85,85430,85430000,CASANARE,TRINIDAD,TRINIDAD,CM
85,85440,85440000,CASANARE,VILLANUEVA,VILLANUEVA,CM
86,86001,86001000,PUTUMAYO,MOCOA,MOCOA,CM
86,86219,86219000,PUTUMAYO,COLON,COLON,CM
86,86320,86320000,PUTUMAYO,ORITO,ORITO,CM
86,86568,86568000,PUTUMAYO,PUERTO ASIS,PUERTO ASIS,CM
86,86569,86569000,PUTUMAYO,PUERTO CAICEDO,PUERTO CAICEDO,CM
86,86571,86571000,PUTUMAYO,PUERTO GUZMAN,PUERTO GUZMAN,CM
86,86573,86573000,PUTUMAYO,PUERTO LEGUIZAMO,PUERTO LEGUIZAMO,CM
86,86749,86749000,PUTUMAYO,SIBUNDOY,SIBUNDOY,CM
86,86755,86755000,PUTUMAYO,SAN FRANCISCO,SAN FRANCISCO,CM
86,86757,86757000,PUTUMAYO,SAN MIGUEL,LA DORADA,CM
86,86760,86760000,PUTUMAYO,SANTIAGO,SANTIAGO,CM
86,86865,86865000,PUTUMAYO,VALLE DEL GUAMUEZ,LA HORMIGA,CM
86,86885,86885000,PUTUMAYO,VILLAGARZON,VILLAGARZON,CM
88,88001,88001000,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,SAN ANDRES,CM
88,88564,88564000,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,PROVIDENCIA,CM
91,91001,91001000,AMAZONAS,LETICIA,LETICIA,CM
91,91540,91540000,AMAZONAS,PUERTO NARIÑO,PUERTO NARIÑO,CM
94,94001,94001000,GUAINIA,INIRIDA,INIRIDA,CM
95,95001,95001000,GUAVIARE,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,CM
95,95015,95015000,GUAVIARE,CALAMAR,CALAMAR,CM
95,95025,95025000,GUAVIARE,EL RETORNO,EL RETORNO,CM
95,95200,95200000,GUAVIARE,MIRAFLORES,MIRAFLORES,CM
97,97001,97001000,VAUPES,MITU,MITU,CM
97,97161,97161000,VAUPES,CARURU,CARURU,CM
97,97666,97666000,VAUPES,TARAIRA,TARAIRA,CM
99,99001,99001000,VICHADA,PUERTO CARREÑO,PUERTO CARREÑO,CM
99,99524,99524000,VICHADA,LA PRIMAVERA,LA PRIMAVERA,CM
99,99624,99624000,VICHADA,SANTA ROSALIA,SANTA ROSALIA,CM
99,99773,99773000,VICHADA,CUMARIBO,CUMARIBO,CM
